,words,Corrected_IOB2_Labels
34607,to,O
34608,nnn,O
34609,(,O
34610,Code,O
34611,:,O
34612,3000001,O
34613,),O
34614,Image,B-COMPONENT
34615,transmission,I-COMPONENT
34616,signal,O
34617,lost,O
34618,(,O
34619,Code,O
34620,:,O
34621,80001,O
34622,),O
34623,Impact,B-STATE
34624,detected,O
34625,.,O
34626,Aircraft,O
34627,stopped,B-ACTION
34628,.,O
34629,Restart,B-ACTION
34630,aircraft,O
34631,(,O
34632,Code,O
34633,:,O
34634,30236,O
34635,),O
34636,Impact,B-STATE
34637,detected,O
34638,.,O
34639,Restart,B-ACTION
34640,aircraft,O
34641,(,O
34642,Code,O
34643,:,O
34644,30132,O
34645,),O
34646,IMU,B-PARAMETER
34647,attitude,O
34648,restricted,O
34649,.,O
34650,Ensure,B-ACTION
34651,aircraft,O
34652,is,O
34653,level,O
34654,(,O
34655,Code,O
34656,:,O
34657,30082,O
34658,),O
34659,IMU,B-PARAMETER
34660,calibration,O
34661,required,B-ACTION
34662,.,O
34663,Calibrate,B-ACTION
34664,IMU,B-PARAMETER
34665,(,O
34666,Code,O
34667,:,O
34668,30050,O
34669,),O
34670,IMU,B-PARAMETER
34671,not,O
34672,calibrated,B-ACTION
34673,.,O
34674,Calibrate,B-ACTION
34675,IMU,B-PARAMETER
34676,(,O
34677,Code,O
34678,:,O
34679,30055,O
34680,),O
34681,IMU,B-PARAMETER
34682,warming,B-STATE
34683,up,O
34684,.,O
34685,Wait,B-ACTION
34686,before,O
34687,taking,O
34688,off,O
34689,(,O
34690,Code,O
34691,:,O
34692,30072,O
34693,),O
34694,Incompatible,B-ISSUE
34695,firmware,B-COMPONENT
34696,version,B-PARAMETER
34697,.,O
34698,Go,B-ACTION
34699,to,O
34700,Profile,B-PARAMETER
34701,>,O
34702,Settings,B-COMPONENT
34703,to,O
34704,update,B-ACTION
34705,firmware,B-COMPONENT
34706,(,O
34707,Code,O
34708,:,O
34709,30224,O
34710,),O
34711,Insufficient,B-PARAMETER
34712,SD,I-PARAMETER
34713,card,O
34714,space,B-COMPONENT
34715,.,O
34716,Change,B-ACTION
34717,card,O
34718,or,O
34719,delete,B-ACTION
34720,files,B-COMPONENT
34721,(,O
34722,Code,O
34723,:,O
34724,10035,O
34725,),O
34726,Lighting,B-COMPONENT
34727,environment,B-STATE
34728,too,O
34729,dark,B-STATE
34730,.,O
34731,Vision,B-COMPONENT
34732,System,I-COMPONENT
34733,unavailable,O
34734,.,O
34735,Fly,B-ACTION
34736,with,O
34737,caution,O
34738,(,O
34739,Code,O
34740,:,O
34741,180037,O
34742,),O
34743,Lighting,B-COMPONENT
34744,environment,B-STATE
34745,too,O
34746,dark,B-STATE
34747,.,O
34748,Visual,B-COMPONENT
34749,positioning,B-ACTION
34750,inaccurate,B-ISSUE
34751,.,O
34752,Fly,B-ACTION
34753,with,O
34754,caution,O
34755,(,O
34756,Code,O
34757,:,O
34758,180032,O
34759,),O
34760,Low,O
34761,battery,O
34762,voltage,O
34763,.,O
34764,Fly,B-ACTION
34765,with,O
34766,caution,O
34767,(,O
34768,Code,O
34769,:,O
34770,110011,O
34771,),O
34772,Low,O
34773,battery,O
34774,.,O
34775,Recharge,B-ACTION
34776,promptly,O
34777,(,O
34778,Code,O
34779,:,O
34780,30079,O
34781,),O
34782,Low,O
34783,battery,O
34784,.,O
34785,Return,B-ACTION
34786,to,O
34787,home,O
34788,promptly,O
34789,(,O
34790,Code,O
34791,:,O
34792,120732,O
34793,),O
34794,Low,O
34795,battery,O
34796,.,O
34797,Return,B-ACTION
34798,to,O
34799,home,O
34800,promptly,O
34801,(,O
34802,Code,O
34803,:,O
34804,30183,O
34805,),O
34806,Max,O
34807,altitude,O
34808,reached,O
34809,(,O
34810,Altitude,B-PARAMETER
34811,limit,O
34812,:,O
34813,nnn,O
34814,),O
34815,(,O
34816,Code,O
34817,:,O
34818,20000001,O
34819,),O
34820,Mobile,B-COMPONENT
34821,device,I-COMPONENT
34822,CPU,B-PARAMETER
34823,fully,O
34824,loaded,B-ACTION
34825,.,O
34826,Related,B-FUNCTION
34827,performance,O
34828,will,O
34829,be,O
34830,affected,O
34831,Motor,B-COMPONENT
34832,error,O
34833,.,O
34834,Check,B-ACTION
34835,propellers,O
34836,and,O
34837,fly,O
34838,with,O
34839,caution,O
34840,(,O
34841,Code,O
34842,:,O
34843,120652,O
34844,),O
34845,Motor,B-COMPONENT
34846,idle,B-STATE
34847,.,O
34848,Check,B-ACTION
34849,whether,O
34850,propellers,O
34851,are,O
34852,installed,B-ACTION
34853,(,O
34854,Code,O
34855,:,O
34856,30166,O
34857,),O
34858,Motor,B-COMPONENT
34859,is,O
34860,Blocked,B-ISSUE
34861,Motor,B-COMPONENT
34862,is,O
34863,Blocked,B-ISSUE
34864,.,O
34865,Motor,B-COMPONENT
34866,stuck,B-STATE
34867,.,O
34868,Check,B-ACTION
34869,for,O
34870,objects,O
34871,blocking,B-ACTION
34872,motor,O
34873,or,O
34874,contact,O
34875,DJI,B-PARAMETER
34876,Support,B-FUNCTION
34877,for,O
34878,assistance,O
34879,(,O
34880,Code,O
34881,:,O
34882,30165,O
34883,),O
34884,"""",O
34885,Motor,B-COMPONENT
34886,speed,B-PARAMETER
34887,error,O
34888,.,O
34889,Land,B-ACTION
34890,or,O
34891,return,O
34892,to,O
34893,home,O
34894,promptly,O
34895,.,O
34896,After,O
34897,powering,B-STATE
34898,off,O
34899,the,O
34900,aircraft,O
34901,",",O
34902,replace,B-ACTION
34903,the,O
34904,propeller,B-COMPONENT
34905,on,O
34906,the,O
34907,beeping,B-ISSUE
34908,ESC,B-STATE
34909,.,O
34910,If,O
34911,the,O
34912,issue,O
34913,persists,O
34914,",",O
34915,contact,O
34916,DJI,B-PARAMETER
34917,Support,B-FUNCTION
34918,(,O
34919,Code,O
34920,:,O
34921,30246,O
34922,),O
34923,"""",O
34924,Motor,B-COMPONENT
34925,stuck,B-STATE
34926,.,O
34927,Check,B-ACTION
34928,for,O
34929,objects,O
34930,blocking,B-ACTION
34931,motor,O
34932,or,O
34933,contact,O
34934,DJI,B-PARAMETER
34935,Support,B-FUNCTION
34936,for,O
34937,assistance,O
34938,(,O
34939,Code,O
34940,:,O
34941,30165,O
34942,),O
34943,Motor,B-COMPONENT
34944,unable,O
34945,to,O
34946,rotate,O
34947,.,O
34948,Check,B-ACTION
34949,for,O
34950,objects,O
34951,blocking,B-ACTION
34952,motor,O
34953,or,O
34954,contact,O
34955,DJI,B-PARAMETER
34956,Support,B-FUNCTION
34957,for,O
34958,assistance,O
34959,(,O
34960,Code,O
34961,:,O
34962,30165,O
34963,),O
34964,Motor,B-COMPONENT
34965,unable,O
34966,to,O
34967,rotate,O
34968,.,O
34969,Check,B-ACTION
34970,motor,O
34971,(,O
34972,Code,O
34973,:,O
34974,30142,O
34975,),O
34976,Navigation,B-FUNCTION
34977,system,O
34978,error,O
34979,.,O
34980,Restart,B-ACTION
34981,aircraft,O
34982,(,O
34983,Code,O
34984,:,O
34985,35009,O
34986,),O
34987,Navigation,B-FUNCTION
34988,system,O
34989,error,O
34990,.,O
34991,Restart,B-ACTION
34992,aircraft,O
34993,(,O
34994,Code,O
34995,:,O
34996,35024,O
34997,),O
34998,Navigation,B-FUNCTION
34999,system,O
35000,error,O
35001,.,O
35002,Restart,B-ACTION
35003,aircraft,O
35004,(,O
35005,Code,O
35006,:,O
35007,35061,O
35008,),O
35009,Navigation,B-FUNCTION
35010,system,O
35011,error,O
35012,.,O
35013,Restart,B-ACTION
35014,aircraft,O
35015,(,O
35016,Code,O
35017,:,O
35018,35103,O
35019,),O
35020,Navigation,B-FUNCTION
35021,system,O
35022,error,O
35023,.,O
35024,Restart,B-ACTION
35025,aircraft,O
35026,(,O
35027,Code,O
35028,:,O
35029,35104,O
35030,),O
35031,Navigation,B-FUNCTION
35032,system,O
35033,error,O
35034,.,O
35035,Restart,B-ACTION
35036,aircraft,O
35037,(,O
35038,Code,O
35039,:,O
35040,35112,O
35041,),O
35042,Navigation,B-FUNCTION
35043,system,O
35044,error,O
35045,.,O
35046,Restart,B-ACTION
35047,aircraft,O
35048,(,O
35049,Code,O
35050,:,O
35051,35123,O
35052,),O
35053,Navigation,B-FUNCTION
35054,system,O
35055,error,O
35056,.,O
35057,Restart,B-ACTION
35058,aircraft,O
35059,(,O
35060,Code,O
35061,:,O
35062,35147,O
35063,),O
35064,Navigation,B-FUNCTION
35065,system,O
35066,error,O
35067,.,O
35068,Restart,B-ACTION
35069,aircraft,O
35070,(,O
35071,Code,O
35072,:,O
35073,35149,O
35074,),O
35075,No,O
35076,GPS,O
35077,signal,O
35078,.,O
35079,Aircraft,O
35080,unable,O
35081,to,O
35082,hover,O
35083,.,O
35084,Fly,B-ACTION
35085,with,O
35086,caution,O
35087,(,O
35088,Code,O
35089,:,O
35090,30008,O
35091,),O
35092,No,O
35093,GPS,O
35094,signal,O
35095,.,O
35096,Unable,O
35097,to,O
35098,hover,O
35099,.,O
35100,Fly,B-ACTION
35101,with,O
35102,caution,O
35103,(,O
35104,Code,O
35105,:,O
35106,30007,O
35107,),O
35108,No,O
35109,GPS,O
35110,signal,O
35111,.,O
35112,Unable,O
35113,to,O
35114,take,O
35115,off,O
35116,.,O
35117,Move,B-ACTION
35118,to,O
35119,an,O
35120,open,B-ACTION
35121,area,B-STATE
35122,or,O
35123,exit,O
35124,flight,O
35125,tutorial,B-STATE
35126,(,O
35127,Code,O
35128,:,O
35129,30065,O
35130,),O
35131,No,O
35132,GPS,O
35133,.,O
35134,Return,B-ACTION
35135,to,O
35136,Home,B-COMPONENT
35137,failed,O
35138,.,O
35139,Return,B-ACTION
35140,the,O
35141,aircraft,O
35142,to,O
35143,home,O
35144,manually,O
35145,(,O
35146,Code,O
35147,:,O
35148,60016,O
35149,),O
35150,No,O
35151,SD,B-PARAMETER
35152,card,O
35153,.,O
35154,Insert,B-ACTION
35155,card,O
35156,(,O
35157,Code,O
35158,:,O
35159,10022,O
35160,),O
35161,Not,O
35162,Enough,B-ISSUE
35163,Force,B-PARAMETER
35164,/,O
35165,ESC,B-STATE
35166,Error,B-ISSUE
35167,Payload,B-COMPONENT
35168,mode,O
35169,enabled,B-STATE
35170,.,O
35171,Max,O
35172,altitude,O
35173,and,O
35174,distance,O
35175,set,O
35176,.,O
35177,Fly,B-ACTION
35178,with,O
35179,caution,O
35180,(,O
35181,Code,O
35182,:,O
35183,30230,O
35184,),O
35185,Payload,B-COMPONENT
35186,mode,O
35187,enabled,B-STATE
35188,.,O
35189,Max,O
35190,altitude,O
35191,set,O
35192,to,O
35193,nnn,O
35194,and,O
35195,max,O
35196,distance,O
35197,set,O
35198,to,O
35199,nnn,O
35200,to,O
35201,ensure,O
35202,flight,O
35203,safety,O
35204,(,O
35205,Code,O
35206,:,O
35207,30230,O
35208,),O
35209,Payload,B-COMPONENT
35210,mode,O
35211,enabled,B-STATE
35212,.,O
35213,Max,O
35214,altitude,O
35215,set,O
35216,to,O
35217,nnn,O
35218,and,O
35219,max,O
35220,distance,O
35221,set,O
35222,to,O
35223,nnn,O
35224,.,O
35225,Fly,B-ACTION
35226,in,O
35227,a,O
35228,wind,O
35229,-,O
35230,free,B-STATE
35231,environment,I-STATE
35232,to,O
35233,ensure,O
35234,flight,O
35235,safety,O
35236,(,O
35237,Code,O
35238,:,O
35239,30230,O
35240,),O
35241,Payload,B-COMPONENT
35242,mode,O
35243,enabled,B-STATE
35244,.,O
35245,Max,O
35246,altitude,O
35247,set,O
35248,to,O
35249,nnn,O
35250,and,O
35251,max,O
35252,distance,O
35253,set,O
35254,to,O
35255,nnn,O
35256,.,O
35257,Fly,B-ACTION
35258,in,O
35259,a,O
35260,wind,O
35261,-,O
35262,free,B-STATE
35263,environment,I-STATE
35264,to,O
35265,ensure,O
35266,flight,O
35267,safety,O
35268,(,O
35269,Code,O
35270,:,O
35271,30232,O
35272,),O
35273,Payload,B-COMPONENT
35274,mode,O
35275,enabled,B-STATE
35276,.,O
35277,Return,B-ACTION
35278,the,O
35279,aircraft,O
35280,to,O
35281,an,O
35282,area,B-STATE
35283,nearby,O
35284,the,O
35285,home,O
35286,point,B-STATE
35287,promptly,O
35288,to,O
35289,ensure,O
35290,flight,O
35291,safety,O
35292,(,O
35293,Code,O
35294,:,O
35295,30229,O
35296,),O
35297,Propeller,B-COMPONENT
35298,Fell,B-ACTION
35299,Off,O
35300,Propeller,B-COMPONENT
35301,Fell,B-ACTION
35302,Off,O
35303,.,O
35304,Motor,B-COMPONENT
35305,idle,B-STATE
35306,.,O
35307,Check,B-ACTION
35308,whether,O
35309,propellers,O
35310,are,O
35311,installed,B-ACTION
35312,(,O
35313,Code,O
35314,:,O
35315,30166,O
35316,),O
35317,Propeller,B-COMPONENT
35318,rotating,B-STATE
35319,too,O
35320,fast,B-STATE
35321,.,O
35322,Wind,B-COMPONENT
35323,resistance,B-PARAMETER
35324,affected,O
35325,.,O
35326,Return,B-ACTION
35327,to,O
35328,home,O
35329,and,O
35330,land,O
35331,promptly,O
35332,.,O
35333,Check,B-ACTION
35334,whether,O
35335,propeller,B-COMPONENT
35336,on,O
35337,beeping,B-ISSUE
35338,ESC,B-STATE
35339,is,O
35340,warped,B-STATE
35341,or,O
35342,damaged,B-STATE
35343,(,O
35344,Code,O
35345,:,O
35346,30246,O
35347,),O
35348,Propellers,B-COMPONENT
35349,not,O
35350,installed,B-ACTION
35351,(,O
35352,Code,O
35353,:,O
35354,30144,O
35355,),O
35356,Recharge,B-ACTION
35357,promptly,O
35358,(,O
35359,Code,O
35360,:,O
35361,120732,O
35362,),O
35363,Remote,B-COMPONENT
35364,controller,O
35365,battery,O
35366,level,O
35367,low,O
35368,.,O
35369,Recharge,B-ACTION
35370,promptly,O
35371,(,O
35372,Code,O
35373,:,O
35374,60001,O
35375,),O
35376,Remote,B-COMPONENT
35377,controller,O
35378,disconnected,B-STATE
35379,from,O
35380,aircraft,O
35381,(,O
35382,Code,O
35383,:,O
35384,30029,O
35385,),O
35386,Remote,B-COMPONENT
35387,controller,O
35388,in,O
35389,high,O
35390,interference,O
35391,environment,B-STATE
35392,.,O
35393,Manually,O
35394,adjust,B-ACTION
35395,flight,O
35396,route,B-PARAMETER
35397,or,O
35398,return,O
35399,to,O
35400,home,O
35401,(,O
35402,Code,O
35403,:,O
35404,80014,O
35405,),O
35406,Remote,B-COMPONENT
35407,controller,O
35408,signal,O
35409,lost,O
35410,(,O
35411,Code,O
35412,:,O
35413,30029,O
35414,),O
35415,Remote,B-COMPONENT
35416,controller,O
35417,signal,O
35418,weak,O
35419,.,O
35420,Adjust,B-ACTION
35421,remote,O
35422,controller,O
35423,antennas,O
35424,(,O
35425,Code,O
35426,:,O
35427,80002,O
35428,),O
35429,Restart,B-ACTION
35430,aircraft,O
35431,(,O
35432,Code,O
35433,:,O
35434,35nnn,O
35435,),O
35436,Restart,B-ACTION
35437,aircraft,O
35438,and,O
35439,DJI,B-PARAMETER
35440,Fly,B-ACTION
35441,(,O
35442,Code,O
35443,:,O
35444,30226,O
35445,),O
35446,RTH,B-STATE
35447,altitude,O
35448,adjusted,B-ACTION
35449,to,O
35450,nnn,O
35451,(,O
35452,Code,O
35453,:,O
35454,120852,O
35455,),O
35456,SD,B-PARAMETER
35457,card,O
35458,full,O
35459,.,O
35460,Change,B-ACTION
35461,card,O
35462,or,O
35463,delete,B-ACTION
35464,files,B-COMPONENT
35465,(,O
35466,Code,O
35467,:,O
35468,10027,O
35469,),O
35470,SD,B-PARAMETER
35471,card,O
35472,malfunction,B-ISSUE
35473,.,O
35474,Change,B-ACTION
35475,card,O
35476,(,O
35477,Code,O
35478,:,O
35479,10023,O
35480,),O
35481,SD,B-PARAMETER
35482,card,O
35483,speed,B-PARAMETER
35484,low,O
35485,.,O
35486,Change,B-ACTION
35487,card,O
35488,(,O
35489,Code,O
35490,:,O
35491,10028,O
35492,),O
35493,Setting,B-FUNCTION
35494,new,O
35495,Maximum,O
35496,Flight,B-ACTION
35497,Altitude,B-PARAMETER
35498,to,O
35499,nnn,O
35500,(,O
35501,nnn,O
35502,),O
35503,Setting,B-FUNCTION
35504,new,O
35505,Return,B-ACTION
35506,-,O
35507,To,O
35508,-,O
35509,Home,B-COMPONENT
35510,altitude,O
35511,to,O
35512,nnn,O
35513,(,O
35514,nnn,O
35515,),O
35516,Strong,B-STATE
35517,wind,O
35518,warning,B-ISSUE
35519,.,O
35520,Aircraft,O
35521,unable,O
35522,to,O
35523,fly,O
35524,stably,O
35525,.,O
35526,Lower,O
35527,altitude,O
35528,immediately,O
35529,and,O
35530,manually,O
35531,return,O
35532,to,O
35533,home,O
35534,(,O
35535,Code,O
35536,:,O
35537,30149,O
35538,),O
35539,Strong,B-STATE
35540,wind,O
35541,warning,B-ISSUE
35542,.,O
35543,Aircraft,O
35544,unable,O
35545,to,O
35546,return,O
35547,to,O
35548,home,O
35549,automatically,O
35550,.,O
35551,Lower,O
35552,altitude,O
35553,immediately,O
35554,and,O
35555,return,O
35556,to,O
35557,home,O
35558,manually,O
35559,(,O
35560,Code,O
35561,:,O
35562,120596,O
35563,),O
35564,Strong,B-STATE
35565,wind,O
35566,warning,B-ISSUE
35567,.,O
35568,Aircraft,O
35569,unable,O
35570,to,O
35571,return,O
35572,to,O
35573,home,O
35574,automatically,O
35575,.,O
35576,Lower,O
35577,altitude,O
35578,immediately,O
35579,and,O
35580,return,O
35581,to,O
35582,home,O
35583,manually,O
35584,(,O
35585,Code,O
35586,:,O
35587,30149,O
35588,),O
35589,Strong,B-STATE
35590,wind,O
35591,.,O
35592,Fly,B-ACTION
35593,with,O
35594,caution,O
35595,(,O
35596,Code,O
35597,:,O
35598,30149,O
35599,),O
35600,Subject,B-PARAMETER
35601,lost,O
35602,.,O
35603,Reselect,B-ACTION
35604,subject,B-PARAMETER
35605,(,O
35606,Code,O
35607,:,O
35608,800018,O
35609,),O
35610,Target,B-PARAMETER
35611,lost,O
35612,.,O
35613,QuickShots,B-STATE
35614,stopped,B-ACTION
35615,(,O
35616,Code,O
35617,:,O
35618,800018,O
35619,),O
35620,Unable,O
35621,to,O
35622,take,O
35623,off,O
35624,(,O
35625,Code,O
35626,:,O
35627,30064,O
35628,),O
35629,Unable,O
35630,to,O
35631,take,O
35632,off,O
35633,in,O
35634,low,O
35635,light,B-PARAMETER
35636,environment,B-STATE
35637,.,O
35638,Ensure,B-ACTION
35639,there,O
35640,are,O
35641,no,O
35642,metal,O
35643,and,O
35644,magnetic,O
35645,objects,O
35646,near,O
35647,the,O
35648,aircraft,O
35649,and,O
35650,calibrate,O
35651,compass,O
35652,(,O
35653,Code,O
35654,:,O
35655,30096,O
35656,),O
35657,Unable,O
35658,to,O
35659,take,O
35660,off(code,B-COMPONENT
35661,:,O
35662,110,O
35663,),O
35664,(,O
35665,Code,O
35666,:,O
35667,30064,O
35668,),O
35669,Unable,O
35670,to,O
35671,take,O
35672,off(code,B-COMPONENT
35673,:,O
35674,12,O
35675,),O
35676,(,O
35677,Code,O
35678,:,O
35679,30064,O
35680,),O
35681,Unable,O
35682,to,O
35683,take,O
35684,off(code,B-COMPONENT
35685,:,O
35686,15,O
35687,),O
35688,(,O
35689,Code,O
35690,:,O
35691,30064,O
35692,),O
35693,Vision,B-COMPONENT
35694,sensor,O
35695,error,O
35696,.,O
35697,Contact,B-ACTION
35698,DJI,B-PARAMETER
35699,Support,B-FUNCTION
35700,for,O
35701,assistance,O
35702,(,O
35703,Code,O
35704,:,O
35705,180030,O
35706,),O
35707,Vision,B-COMPONENT
35708,sensor,O
35709,error,O
35710,.,O
35711,Contact,B-ACTION
35712,DJI,B-PARAMETER
35713,Support,B-FUNCTION
35714,for,O
35715,assistance,O
35716,(,O
35717,Code,O
35718,:,O
35719,180031,O
35720,),O
35721,Visual,B-COMPONENT
35722,positioning,B-ACTION
35723,inaccurate,B-ISSUE
35724,.,O
35725,Fly,B-ACTION
35726,with,O
35727,caution,O
35728,(,O
35729,Code,O
35730,:,O
35731,180032,O
35732,),O
35733,Weak,O
35734,image,O
35735,transmission,B-COMPONENT
35736,signal,O
35737,.,O
35738,Adjust,B-ACTION
35739,antennas,O
35740,(,O
35741,Code,O
35742,:,O
35743,80004,O
35744,),O
35745,Weak,O
35746,signal,O
35747,.,O
35748,Adjust,B-ACTION
35749,antennas,O
35750,(,O
35751,Code,O
35752,:,O
35753,80016,O
35754,),O
35755,Weak,O
35756,signal,O
35757,.,O
35758,Make,O
35759,sure,O
35760,the,O
35761,remote,O
35762,controller,O
35763,is,O
35764,facing,B-ACTION
35765,aircraft,O
35766,and,O
35767,avoid,B-ACTION
35768,blocking,I-ACTION
35769,the,O
35770,signal,O
35771,(,O
35772,Code,O
35773,:,O
35774,80016,O
35775,),O
35776,Yaw,B-COMPONENT
35777,Error,B-ISSUE
35778,Account,O
35779,not,O
35780,logged,O
35781,in,O
35782,.,O
35783,Flight,B-ACTION
35784,altitude,O
35785,and,O
35786,distance,O
35787,restricted,O
35788,to,O
35789,nnn,O
35790,and,O
35791,nnn,O
35792,.,O
35793,Check,B-ACTION
35794,and,O
35795,log,O
35796,in,O
35797,(,O
35798,Code,O
35799,:,O
35800,3000003,O
35801,),O
35802,Aircraft,O
35803,GPS,O
35804,interference,O
35805,.,O
35806,Aircraft,O
35807,unable,O
35808,to,O
35809,fly,O
35810,stably,O
35811,.,O
35812,Land,B-ACTION
35813,or,O
35814,reutrn,O
35815,to,O
35816,home,O
35817,promptly,O
35818,(,O
35819,Code,O
35820,:,O
35821,30245,O
35822,),O
35823,Aircraft,O
35824,in,O
35825,Altitude,B-PARAMETER
35826,Zone,B-COMPONENT
35827,(,O
35828,Altitude,B-PARAMETER
35829,limit,O
35830,:,O
35831,nnn,O
35832,),O
35833,.,O
35834,Fly,B-ACTION
35835,with,O
35836,caution,O
35837,(,O
35838,Code,O
35839,:,O
35840,190012,O
35841,),O
35842,Aircraft,O
35843,in,O
35844,Altitude,B-PARAMETER
35845,Zone,B-COMPONENT
35846,(,O
35847,nnn,O
35848,),O
35849,.,O
35850,Fly,B-ACTION
35851,with,O
35852,caution,O
35853,(,O
35854,Code,O
35855,:,O
35856,190001,O
35857,),O
35858,Aircraft,O
35859,in,O
35860,Altitude,B-PARAMETER
35861,Zone,B-COMPONENT
35862,.,O
35863,Max,O
35864,altitude,O
35865,set,O
35866,to,O
35867,nnn,O
35868,(,O
35869,Code,O
35870,:,O
35871,30015,O
35872,),O
35873,Aircraft,O
35874,in,O
35875,Attitude,B-PARAMETER
35876,mode,O
35877,.,O
35878,Unable,O
35879,to,O
35880,hover,O
35881,.,O
35882,Fly,B-ACTION
35883,with,O
35884,caution,O
35885,(,O
35886,Code,O
35887,:,O
35888,30004,O
35889,),O
35890,Aircraft,O
35891,in,O
35892,Authorization,B-ISSUE
35893,Zone,B-COMPONENT
35894,.,O
35895,Exit,B-ACTION
35896,zone,O
35897,promptly,O
35898,(,O
35899,Code,O
35900,:,O
35901,190004,O
35902,),O
35903,Aircraft,O
35904,in,O
35905,Authorization,B-ISSUE
35906,Zone,B-COMPONENT
35907,.,O
35908,Unable,O
35909,to,O
35910,take,O
35911,off,O
35912,before,O
35913,unlocking,O
35914,(,O
35915,Code,O
35916,:,O
35917,3000005,O
35918,),O
35919,Aircraft,O
35920,in,O
35921,high,O
35922,interference,O
35923,environment,B-STATE
35924,.,O
35925,Fly,B-ACTION
35926,with,O
35927,caution,O
35928,(,O
35929,Code,O
35930,:,O
35931,80015,O
35932,),O
35933,Aircraft,O
35934,in,O
35935,high,O
35936,interference,O
35937,environment,B-STATE
35938,.,O
35939,Manually,O
35940,adjust,B-ACTION
35941,flight,O
35942,route,B-PARAMETER
35943,or,O
35944,return,O
35945,to,O
35946,home,O
35947,(,O
35948,Code,O
35949,:,O
35950,80015,O
35951,),O
35952,Aircraft,O
35953,in,O
35954,Restricted,O
35955,Zone,B-COMPONENT
35956,.,O
35957,Unable,O
35958,to,O
35959,take,O
35960,off,O
35961,.,O
35962,Check,B-ACTION
35963,map,O
35964,to,O
35965,find,O
35966,Recommended,B-STATE
35967,Zones,B-COMPONENT
35968,(,O
35969,Code,O
35970,:,O
35971,3000006,O
35972,),O
35973,"""",O
35974,Aircraft,O
35975,max,O
35976,power,O
35977,load,O
35978,reached,O
35979,.,O
35980,Decrease,B-ACTION
35981,altitude,O
35982,and,O
35983,fly,O
35984,with,O
35985,caution,O
35986,.,O
35987,If,O
35988,this,O
35989,issue,O
35990,persists,O
35991,",",O
35992,land,O
35993,immediately,O
35994,(,O
35995,Code,O
35996,:,O
35997,30168,O
35998,),O
35999,"""",O
36000,Aircraft,O
36001,not,O
36002,in,O
36003,flight,O
36004,.,O
36005,Vision,B-COMPONENT
36006,systems,O
36007,and,O
36008,obstacle,O
36009,avoidance,O
36010,disabled,O
36011,(,O
36012,Code,O
36013,:,O
36014,180059,O
36015,),O
36016,Aircraft,O
36017,not,O
36018,linked,O
36019,to,O
36020,phone,O
36021,number,O
36022,.,O
36023,Flight,B-ACTION
36024,range,O
36025,restricted,O
36026,.,O
36027,Check,B-ACTION
36028,and,O
36029,link,O
36030,phone,O
36031,number,O
36032,(,O
36033,Code,O
36034,:,O
36035,3000004,O
36036,),O
36037,Aircraft,O
36038,pitch,O
36039,angle,O
36040,too,O
36041,large,O
36042,.,O
36043,Ensure,B-ACTION
36044,aircraft,O
36045,is,O
36046,level,O
36047,before,O
36048,taking,O
36049,off,O
36050,(,O
36051,Code,O
36052,:,O
36053,30087,O
36054,),O
36055,Aircraft,O
36056,processor,O
36057,chip,B-COMPONENT
36058,overheated,O
36059,.,O
36060,Power,B-PARAMETER
36061,off,O
36062,aircraft,O
36063,and,O
36064,wait,O
36065,for,O
36066,temperature,O
36067,to,O
36068,return,O
36069,to,O
36070,normal,O
36071,(,O
36072,Code,O
36073,:,O
36074,30136,O
36075,),O
36076,Aircraft,O
36077,takeoff,O
36078,altitude,O
36079,error,O
36080,.,O
36081,Restart,B-ACTION
36082,aircraft,O
36083,(,O
36084,Code,O
36085,:,O
36086,30235,O
36087,),O
36088,Aircraft,O
36089,unable,O
36090,to,O
36091,return,O
